"","bag","event","surv"
"1","MVP-DEBY-1",1,0.924455825864277
"2","MVP-DEBY-2",1,0.645569620253165
"3","MVP-DEBY-3",1,0.780377358490566
"4","MVP-DEBY-4",1,0.808847624249044
"5","MVP-DEBY-5",1,0.896036760482481
"6","MVP-DEBY-6",1,0.867808219178082
"7","MVP-FL-1",1,0.932922127987664
"8","MVP-FL-2",1,0.752730109204368
"9","MVP-FL-3",1,0.843925985518906
"10","MVP-FL-4",1,0.979623824451411
"11","MVP-FL-5",1,0.964365256124722
"12","MVP-FL-6",1,0.961363636363636
"13","MVP-JR-1",1,0.878636741479634
"14","MVP-JR-2",1,0.532520325203252
"15","MVP-JR-3",1,0.684638860630722
"16","MVP-JR-4",1,0.88216810683425
"17","MVP-JR-5",1,0.721565059144677
"18","MVP-JR-6",1,0.883408071748879
"19","MVP-LA-1",1,0.941097724230254
"20","MVP-LA-2",1,0.960979342004591
"21","MVP-LA-3",1,0.876014760147601
"22","MVP-LA-4",1,0.916952642415923
"23","MVP-LA-5",1,0.851233671988389
"24","MVP-LA-6",1,0.915107913669065
"25","MVP-LARMIX-1",1,0.868766404199475
"26","MVP-LARMIX-2",1,0.942930153321976
"27","MVP-LARMIX-3",1,0.897045658012534
"28","MVP-LARMIX-4",1,0.890756302521008
"29","MVP-LARMIX-5",1,0.666945606694561
"30","MVP-LARMIX-6",1,0.935041171088747
"31","MVP-LOLA-1",1,0.921551724137931
"32","MVP-LOLA-2",1,0.921003717472119
"33","MVP-LOLA-3",1,0.946750902527076
"34","MVP-LOLA-4",1,0.892320534223706
"35","MVP-LOLA-5",1,0.854606931530008
"36","MVP-LOLA-6",1,0.909604519774011
"37","MVP-ME-1",1,0.54026503567788
"38","MVP-ME-2",1,0.367952522255193
"39","MVP-ME-3",1,0.837316885119507
"40","MVP-ME-4",1,0.812240663900415
"41","MVP-ME-5",1,0.744728915662651
"42","MVP-ME-6",1,0.707666385846672
"43","MVP-NH-1",1,0.562717770034843
"44","MVP-NH-2",1,0.541208791208791
"45","MVP-NH-3",1,0.62488646684832
"46","MVP-NH-4",1,0.557055214723926
"47","MVP-NH-5",1,0.590729783037475
"48","MVP-NH-6",1,0.776595744680851
"49","MVP-SEEDMIX-1",1,0.79288256227758
"50","MVP-SEEDMIX-2",1,0.872253864930838
"51","MVP-SEEDMIX-3",1,0.778889899909008
"52","MVP-SEEDMIX-4",1,0.803418803418803
"53","MVP-SEEDMIX-5",1,0.852320675105485
"54","MVP-SEEDMIX-6",1,0.767885532591415
"55","MVP-TX-1",1,0.891549295774648
"56","MVP-TX-2",1,0.962491153573956
"57","MVP-TX-3",1,0.88317107093185
"58","MVP-TX-4",1,0.915620641562064
"59","MVP-TX-5",1,0.953188602442334
"60","MVP-TX-6",1,0.935028248587571
"61","MVP-DEBY-1",2,0.802176696542894
"62","MVP-DEBY-2",2,0.622251832111925
"63","MVP-DEBY-3",2,0.790943396226415
"64","MVP-DEBY-4",2,0.676679410158383
"65","MVP-DEBY-5",2,0.682366456059736
"66","MVP-DEBY-6",2,0.618493150684931
"67","MVP-FL-1",2,0.876638396299152
"68","MVP-FL-2",2,0.709828393135726
"69","MVP-FL-3",2,0.743362831858407
"70","MVP-FL-4",2,0.846394984326019
"71","MVP-FL-5",2,0.801039346696362
"72","MVP-FL-6",2,0.793181818181818
"73","MVP-JR-1",2,0.7190357439734
