"","site_name","Latitude_manual","Longitude_manual","lew_go","yrk_go"
"1","AC_LIS_CT_2023-10-3",41.146431,-73.235759,0.0268062001320131,0.0214414803880749
"2","Cal_Lake_LA_2022-8-11",29.84499,-93.3179,0.0134074742430355,0.010893497872151
"3","CB_TX_2022-6-9",28.096,-97.174,0.0305225807496928,0.021139161064564
"4","CC_VA_2022-7-11",37.616617,-75.663933,0.00922258562071448,0.00564757205430896
"5","CPR_MS_AL_2022-8-24",30.37278,-88.31833,0.0165896992871728,0.0107900850220839
"6","CS_DB_NJ_2022-9-21",39.073592,-74.913017,0.0109621956881701,0.00322434317875915
"7","Culch_Ba_LA_2022-6-21",29.42362,-90.01914,0.014212522940193,0.0111222916756299
"8","DC_DR_ME_2022-10-25",44.02452236,-69.53203214,0.0539774742224401,0.0357175964518938
"9","DC_NB_RI_2022-8-19",41.55897,-71.437883,0.0232161167237033,0.0159819171965067
"10","DWS_CB_VA_2022-10-7",37.14888,-76.63554,0.00240542953784218,0.00115973474146085
"11","EC_ApBay_FL_2023-10-4",29.695683,-84.789312,0.0177101164351137,0.0144773472873976
"12","FFJ_CF_NC_2023-7-19",33.9586917,-77.941833,0.0142067434266098,0.00482237945292476
"13","FP_Sav_GA_2022-6-10",32.01721,-80.92203,0.0394740065222965,0.00696795141485273
"14","GalBay_TX_2022-6-2",29.5475,-94.90361,0.0122312671186878,0.00798393602910012
"15","GriceCove_SC_2022-8-10",32.7523094,-79.8976693,0.018877657286592,0.00897817955305042
"16","HC_DB_NJ_2022-9-23",39.434722,-75.516944,0.00884486656286869,0.00692676909670033
"17","IL_ApBay_FL_2023-10-3",29.689108,-85.220739,0.0178032627940636,0.0141975075300104
"18","KP_FGR_FL_2022-8-23",30.44003,-81.43638,0.0290779809780266,0.0197131228719846
"19","LakeFortuna_LA_2022-5-11",29.64379,-89.49761,0.0131858230721825,0.00877616367995456
"20","LCP_UP_MD_2022-10-20",38.33696,-76.97669,0.00359073175671815,0.00592228139518287
"21","Mer_GA_2022-7-26",31.453512,-81.363169,0.0192702405763683,0.0104884613763339
"22","Nickle_Rf_LA_2022-8-1",29.4196,-91.70716,0.0107955611508779,0.00916962512726255
"23","OL_MI_SC_2022-5-31",33.5235297,-79.061842,0.0418180100482763,0.012199845339964
"24","Orrs_Cove_ME_2022-10-31",43.83136167,-69.91531433,0.0310721844289592,0.0166472540899261
"25","SaLa_GA_2022-10-5",29.785,-93.91806,0.0132586424302796,0.0105613898420625
"26","SaltBay_Canada_2022-9-27",43.812486,-65.910547,0.033850080878703,0.0247287284905863
"27","Sapelo_Is_GA_2022-7-17",31.4177723,-81.2957724,0.0167758894683055,0.0104264580097116
"28","SawIs_MA_2022-9-5",42.751733,-70.83657,0.0247081595524447,0.0152587987910672
"29","Sister_Lk_LA_2022-8-9",29.239925,-90.911362,0.0134254652757621,0.0101291583362034
"30","SkR_GA_2022-6-14",31.98995,-81.02173,0.0132459748805935,0.00925934915806249
"31","SR_GB_NH_2022-8-12",43.053746,-70.911544,0.0227767043609439,0.0155952335812025
"32","TP_TX_2022-6-28",28.6936,-96.2233,0.0157666939387132,0.0119710893141102
"33","UNCW_MS_NC_2023-7-17",34.1402344,-77.8636305,0.0262672459027899,0.00690680094178718
