"","site2","order2","site1","order1","dist"
"1","Lewisetta",9,"W5_NH",7,3.8062
"2","Lewisetta",9,"W3_FL",3,5.0295
"3","Lewisetta",9,"W6_ME",8,4.7714
"4","Lewisetta",9,"YorkRiver",10,3.5283
"5","Lewisetta",9,"W4_VA",4,5.0069
"6","Lewisetta",9,"Lewisetta",9,0
"7","Lewisetta",9,"W1_TX",1,3.8292
"8","Lewisetta",9,"S1_LOLA",5,0.2657
"9","Lewisetta",9,"S2_DEBY",6,3.3916
"10","Lewisetta",9,"W2_LA",2,2.4725
"11","S1_LOLA",5,"W4_VA",4,5.0203
"12","S1_LOLA",5,"W2_LA",2,2.6709
"13","S1_LOLA",5,"Lewisetta",9,0.2657
"14","S1_LOLA",5,"S1_LOLA",5,0
"15","S1_LOLA",5,"YorkRiver",10,3.5562
"16","S1_LOLA",5,"W6_ME",8,4.7342
"17","S1_LOLA",5,"W1_TX",1,3.9664
"18","S1_LOLA",5,"S2_DEBY",6,3.4142
"19","S1_LOLA",5,"W3_FL",3,5.1621
"20","S1_LOLA",5,"W5_NH",7,3.7677
"21","S2_DEBY",6,"W4_VA",4,2.0058
"22","S2_DEBY",6,"S2_DEBY",6,0
"23","S2_DEBY",6,"YorkRiver",10,0.5066
"24","S2_DEBY",6,"S1_LOLA",5,3.4142
"25","S2_DEBY",6,"W6_ME",8,5.069
"26","S2_DEBY",6,"W1_TX",1,4.3222
"27","S2_DEBY",6,"Lewisetta",9,3.3916
"28","S2_DEBY",6,"W3_FL",3,4.7409
"29","S2_DEBY",6,"W2_LA",2,4.0633
"30","S2_DEBY",6,"W5_NH",7,4.026
"31","W1_TX",1,"W6_ME",8,5.2347
"32","W1_TX",1,"W2_LA",2,2.6931
"33","W1_TX",1,"Lewisetta",9,3.8292
"34","W1_TX",1,"S2_DEBY",6,4.3222
"35","W1_TX",1,"W1_TX",1,0
"36","W1_TX",1,"W4_VA",4,5.67
"37","W1_TX",1,"YorkRiver",10,4.2313
"38","W1_TX",1,"S1_LOLA",5,3.9664
"39","W1_TX",1,"W3_FL",3,2.8706
"40","W1_TX",1,"W5_NH",7,3.523
"41","W2_LA",2,"W5_NH",7,3.9113
"42","W2_LA",2,"W1_TX",1,2.6931
"43","W2_LA",2,"YorkRiver",10,3.9963
"44","W2_LA",2,"S1_LOLA",5,2.6709
"45","W2_LA",2,"W2_LA",2,0
"46","W2_LA",2,"S2_DEBY",6,4.0633
"47","W2_LA",2,"W4_VA",4,5.4853
"48","W2_LA",2,"W3_FL",3,4.248
"49","W2_LA",2,"W6_ME",8,5.369
"50","W2_LA",2,"Lewisetta",9,2.4725
"51","W3_FL",3,"W1_TX",1,2.8706
"52","W3_FL",3,"Lewisetta",9,5.0295
"53","W3_FL",3,"W2_LA",2,4.248
"54","W3_FL",3,"YorkRiver",10,4.5097
"55","W3_FL",3,"S1_LOLA",5,5.1621
"56","W3_FL",3,"W4_VA",4,6.0035
"57","W3_FL",3,"W5_NH",7,3.6225
"58","W3_FL",3,"W6_ME",8,4.672
"59","W3_FL",3,"S2_DEBY",6,4.7409
"60","W3_FL",3,"W3_FL",3,0
"61","W4_VA",4,"W3_FL",3,6.0035
"62","W4_VA",4,"W2_LA",2,5.4853
"63","W4_VA",4,"W5_NH",7,5.2648
"64","W4_VA",4,"S1_LOLA",5,5.0203
"65","W4_VA",4,"W4_VA",4,0
"66","W4_VA",4,"YorkRiver",10,2.1599
"67","W4_VA",4,"Lewisetta",9,5.0069
"68","W4_VA",4,"W6_ME",8,6.8658
"69","W4_VA",4,"S2_DEBY",6,2.0058
"70","W4_VA",4,"W1_TX",1,5.67
"71","W5_NH",7,"YorkRiver",10,3.7974
"72","W5_NH",7,"W1_TX",1,3.523
"73","W5_NH",7,"W2_LA",2,3.9113
"74","W5_NH",7,"Lewisetta",9,3.8062
"75","W5_NH",7,"W4_VA",4,5.2648
"76","W5_NH",7,"S1_LOLA",5,3.7677
"77","W5_NH",7,"W3_FL",3,3.6225
"78","W5_NH",7,"S2_DEBY",6,4.026
"79","W5_NH",7,"W5_NH",7,0
"80","W5_NH",7,"W6_ME",8,4.2185
"81","W6_ME",8,"S2_DEBY",6,5.069
"82","W6_ME",8,"W2_LA",2,5.369
"83","W6_ME",8,"W4_VA",4,6.8658
"84","W6_ME",8,"W1_TX",1,5.2347
"85","W6_ME",8,"S1_LOLA",5,4.7342
"86","W6_ME",8,"Lewisetta",9,4.7714
"87","W6_ME",8,"YorkRiver",10,4.8709
"88","W6_ME",8,"W5_NH",7,4.2185
"89","W6_ME",8,"W6_ME",8,0
"90","W6_ME",8,"W3_FL",3,4.672
"91","YorkRiver",10,"W2_LA",2,3.9963
"92","YorkRiver",10,"S1_LOLA",5,3.5562
"93","YorkRiver",10,"W1_TX",1,4.2313
"94","YorkRiver",10,"W3_FL",3,4.5097
"95","YorkRiver",10,"S2_DEBY",6,0.5066
"96","YorkRiver",10,"W4_VA",4,2.1599
"97","YorkRiver",10,"W6_ME",8,4.8709
"98","YorkRiver",10,"W5_NH",7,3.7974
"99","YorkRiver",10,"Lewisetta",9,3.5283
"100","YorkRiver",10,"YorkRiver",10,0
