"","site2","order2","site1","order1","dist"
"1","Lewisetta",9,"W5_NH",7,2.9743
"2","Lewisetta",9,"W3_FL",3,4.6237
"3","Lewisetta",9,"W6_ME",8,4.3154
"4","Lewisetta",9,"YorkRiver",10,3.399
"5","Lewisetta",9,"W4_VA",4,5.0019
"6","Lewisetta",9,"Lewisetta",9,0
"7","Lewisetta",9,"W1_TX",1,3.7772
"8","Lewisetta",9,"S1_LOLA",5,0.2657
"9","Lewisetta",9,"S2_DEBY",6,3.3549
"10","Lewisetta",9,"W2_LA",2,2.3424
"11","S1_LOLA",5,"W4_VA",4,5.0154
"12","S1_LOLA",5,"W2_LA",2,2.5509
"13","S1_LOLA",5,"Lewisetta",9,0.2657
"14","S1_LOLA",5,"S1_LOLA",5,0
"15","S1_LOLA",5,"YorkRiver",10,3.428
"16","S1_LOLA",5,"W6_ME",8,4.2741
"17","S1_LOLA",5,"W1_TX",1,3.9163
"18","S1_LOLA",5,"S2_DEBY",6,3.3777
"19","S1_LOLA",5,"W3_FL",3,4.7676
"20","S1_LOLA",5,"W5_NH",7,2.9249
"21","S2_DEBY",6,"W4_VA",4,1.9868
"22","S2_DEBY",6,"S2_DEBY",6,0
"23","S2_DEBY",6,"YorkRiver",10,0.2361
"24","S2_DEBY",6,"S1_LOLA",5,3.3777
"25","S2_DEBY",6,"W6_ME",8,4.8302
"26","S2_DEBY",6,"W1_TX",1,4.3202
"27","S2_DEBY",6,"Lewisetta",9,3.3549
"28","S2_DEBY",6,"W3_FL",3,4.5036
"29","S2_DEBY",6,"W2_LA",2,4.0526
"30","S2_DEBY",6,"W5_NH",7,3.5618
"31","W1_TX",1,"W6_ME",8,5.042
"32","W1_TX",1,"W2_LA",2,2.6882
"33","W1_TX",1,"Lewisetta",9,3.7772
"34","W1_TX",1,"S2_DEBY",6,4.3202
"35","W1_TX",1,"W1_TX",1,0
"36","W1_TX",1,"W4_VA",4,5.6554
"37","W1_TX",1,"YorkRiver",10,4.2193
"38","W1_TX",1,"S1_LOLA",5,3.9163
"39","W1_TX",1,"W3_FL",3,2.5331
"40","W1_TX",1,"W5_NH",7,3.0598
"41","W2_LA",2,"W5_NH",7,3.5765
"42","W2_LA",2,"W1_TX",1,2.6882
"43","W2_LA",2,"YorkRiver",10,3.9933
"44","W2_LA",2,"S1_LOLA",5,2.5509
"45","W2_LA",2,"W2_LA",2,0
"46","W2_LA",2,"S2_DEBY",6,4.0526
"47","W2_LA",2,"W4_VA",4,5.4557
"48","W2_LA",2,"W3_FL",3,4.0787
"49","W2_LA",2,"W6_ME",8,5.2229
"50","W2_LA",2,"Lewisetta",9,2.3424
"51","W3_FL",3,"W1_TX",1,2.5331
"52","W3_FL",3,"Lewisetta",9,4.6237
"53","W3_FL",3,"W2_LA",2,4.0787
"54","W3_FL",3,"YorkRiver",10,4.3898
"55","W3_FL",3,"S1_LOLA",5,4.7676
"56","W3_FL",3,"W4_VA",4,5.7408
"57","W3_FL",3,"W5_NH",7,3.6008
"58","W3_FL",3,"W6_ME",8,4.6717
"59","W3_FL",3,"S2_DEBY",6,4.5036
"60","W3_FL",3,"W3_FL",3,0
"61","W4_VA",4,"W3_FL",3,5.7408
"62","W4_VA",4,"W2_LA",2,5.4557
"63","W4_VA",4,"W5_NH",7,4.8047
"64","W4_VA",4,"S1_LOLA",5,5.0154
"65","W4_VA",4,"W4_VA",4,0
"66","W4_VA",4,"YorkRiver",10,2.0351
"67","W4_VA",4,"Lewisetta",9,5.0019
"68","W4_VA",4,"W6_ME",8,6.6221
"69","W4_VA",4,"S2_DEBY",6,1.9868
"70","W4_VA",4,"W1_TX",1,5.6554
"71","W5_NH",7,"YorkRiver",10,3.5184
"72","W5_NH",7,"W1_TX",1,3.0598
"73","W5_NH",7,"W2_LA",2,3.5765
"74","W5_NH",7,"Lewisetta",9,2.9743
"75","W5_NH",7,"W4_VA",4,4.8047
"76","W5_NH",7,"S1_LOLA",5,2.9249
"77","W5_NH",7,"W3_FL",3,3.6008
"78","W5_NH",7,"S2_DEBY",6,3.5618
"79","W5_NH",7,"W5_NH",7,0
"80","W5_NH",7,"W6_ME",8,4.2048
"81","W6_ME",8,"S2_DEBY",6,4.8302
"82","W6_ME",8,"W2_LA",2,5.2229
"83","W6_ME",8,"W4_VA",4,6.6221
"84","W6_ME",8,"W1_TX",1,5.042
"85","W6_ME",8,"S1_LOLA",5,4.2741
"86","W6_ME",8,"Lewisetta",9,4.3154
"87","W6_ME",8,"YorkRiver",10,4.7475
"88","W6_ME",8,"W5_NH",7,4.2048
"89","W6_ME",8,"W6_ME",8,0
"90","W6_ME",8,"W3_FL",3,4.6717
"91","YorkRiver",10,"W2_LA",2,3.9933
"92","YorkRiver",10,"S1_LOLA",5,3.428
"93","YorkRiver",10,"W1_TX",1,4.2193
"94","YorkRiver",10,"W3_FL",3,4.3898
"95","YorkRiver",10,"S2_DEBY",6,0.2361
"96","YorkRiver",10,"W4_VA",4,2.0351
"97","YorkRiver",10,"W6_ME",8,4.7475
"98","YorkRiver",10,"W5_NH",7,3.5184
"99","YorkRiver",10,"Lewisetta",9,3.399
"100","YorkRiver",10,"YorkRiver",10,0
